PT 2,PT 1,PT 3
5.3,5.3,6.442321771
5.3,5.3,6.440267935
5.3,5.3,6.438215137
5.3,5.3,6.436163376
5.3,5.3,6.434112651
5.3,5.3,6.432062961
5.3,5.3,6.430014306
5.3,5.3,6.427966685
5.3,5.3,6.425920098
5.3,5.3,6.423874543
5.3,5.3,6.42183002
5.3,5.3,6.419786528
5.3,5.3,6.417744067
5.3,5.3,6.415702635
5.3,5.3,6.413662233
5.3,5.3,6.411622859
5.3,5.3,6.409584512
5.3,5.3,6.407547192
5.3,5.3,6.405510899
5.3,5.3,6.403475631
5.3,5.3,6.401441388
5.3,5.3,6.399408169
5.3,5.3,6.397375973
5.3,5.3,6.3953448
5.3,5.3,6.393314649
5.3,5.3,6.39128552
5.3,5.3,6.38925741
5.3,5.3,6.387230321
5.3,5.3,6.385204251
5.3,5.3,6.383179199
5.3,5.3,6.381155166
5.3,5.3,6.379132149
5.3,5.3,6.377110148
5.3,5.3,6.375089163
5.3,5.3,6.373069194
5.3,5.3,6.371050238
5.3,5.3,6.369032296
5.3,5.3,6.367015367
5.3,5.3,6.36499945
5.3,5.3,6.362984544
5.3,5.3,6.36097065
5.3,5.3,6.358957765
5.3,5.3,6.35694589
5.3,5.3,6.354935023
5.3,5.3,6.352925165
5.3,5.3,6.350916314
5.3,5.3,6.348908469
5.3,5.3,6.346901631
5.3,5.3,6.344895797
5.3,5.3,6.342890969
5.3,5.3,6.340887144
5.3,5.3,6.338884322
5.2,5.2,6.336882503
5.2,5.2,6.334881685
5.2,5.2,6.332881869
5.2,5.2,6.330883053
5.2,5.2,6.328885237
5.2,5.2,6.32688842
5.2,5.2,6.324892602
5.2,5.2,6.322897781
5.2,5.2,6.320903957
5.2,5.2,6.318911129
5.2,5.2,6.316919297
5.2,5.2,6.31492846
5.2,5.2,6.312938618
5.2,5.2,6.310949769
5.2,5.2,6.308961913
5.2,5.2,6.306975049
5.2,5.2,6.304989177
5.2,5.2,6.303004295
5.2,5.2,6.301020404
5.2,5.2,6.299037503
5.2,5.2,6.29705559
5.2,5.2,6.295074665
5.2,5.2,6.293094728
5.2,5.2,6.291115778
5.2,5.2,6.289137814
5.2,5.2,6.287160836
5.2,5.2,6.285184842
5.2,5.2,6.283209833
5.2,5.2,6.281235807
5.2,5.2,6.279262764
5.2,5.2,6.277290703
5.2,5.2,6.275319623
5.2,5.2,6.273349525
5.2,5.2,6.271380406
5.2,5.2,6.269412267
5.2,5.2,6.267445107
5.2,5.2,6.265478924
5.2,5.2,6.26351372
5.2,5.2,6.261549492
5.2,5.2,6.25958624
5.2,5.2,6.257623964
5.2,5.2,6.255662663
5.2,5.2,6.253702335
5.2,5.2,6.251742982
5.2,5.2,6.249784601
5.2,5.2,6.247827192
5.2,5.2,6.245870755
5.2,5.2,6.243915288
5.2,5.2,6.241960792
5.2,5.2,6.240007266
5.2,5.2,6.238054708
5.2,5.2,6.236103118
5.2,5.2,6.234152496
5.2,5.2,6.232202841
5.2,5.2,6.230254152
5.2,5.2,6.228306429
5.2,5.2,6.226359671
5.2,5.2,6.224413877
5.1,5.1,6.222469046
5.1,5.1,6.220525179
5.1,5.1,6.218582274
5.1,5.1,6.21664033
5.1,5.1,6.214699348
5.1,5.1,6.212759326
5.1,5.1,6.210820264
5.1,5.1,6.20888216
5.1,5.1,6.206945015
5.1,5.1,6.205008828
5.1,5.1,6.203073598
5.1,5.1,6.201139325
5.1,5.1,6.199206007
5.1,5.1,6.197273645
5.1,5.1,6.195342237
5.1,5.1,6.193411783
5.1,5.1,6.191482282
5.1,5.1,6.189553734
5.1,5.1,6.187626137
5.1,5.1,6.185699492
5.1,5.1,6.183773798
5.1,5.1,6.181849054
5.1,5.1,6.179925259
5.1,5.1,6.178002413
5.1,5.1,6.176080515
5.1,5.1,6.174159564
5.1,5.1,6.17223956
5.1,5.1,6.170320503
5.1,5.1,6.168402391
5.1,5.1,6.166485224
5.1,5.1,6.164569001
5.1,5.1,6.162653722
5.1,5.1,6.160739386
5.1,5.1,6.158825992
5.1,5.1,6.15691354
5.1,5.1,6.155002029
5.1,5.1,6.153091458
5.1,5.1,6.151181828
5.1,5.1,6.149273136
5.1,5.1,6.147365383
5.1,5.1,6.145458568
5.1,5.1,6.14355269
5.1,5.1,6.141647749
5.1,5.1,6.139743744
5.1,5.1,6.137840675
5.1,5.1,6.13593854
5.1,5.1,6.134037339
5.1,5.1,6.132137072
5.1,5.1,6.130237738
5.1,5.1,6.128339336
5.1,5.1,6.126441865
5.1,5.1,6.124545326
5.1,5.1,6.122649717
5.1,5.1,6.120755038
5.1,5.1,6.118861288
5.1,5.1,6.116968467
5.1,5.1,6.115076573
5.1,5.1,6.113185607
5.1,5.1,6.111295567
5.0,5.0,6.109406453
5.0,5.0,6.107518265
5.0,5.0,6.105631002
5.0,5.0,6.103744662
5.0,5.0,6.101859247
5.0,5.0,6.099974754
5.0,5.0,6.098091183
5.0,5.0,6.096208535
5.0,5.0,6.094326807
5.0,5.0,6.092446
5.0,5.0,6.090566112
5.0,5.0,6.088687144
5.0,5.0,6.086809094
5.0,5.0,6.084931963
5.0,5.0,6.083055749
5.0,5.0,6.081180451
5.0,5.0,6.07930607
5.0,5.0,6.077432604
5.0,5.0,6.075560053
5.0,5.0,6.073688417
5.0,5.0,6.071817694
5.0,5.0,6.069947885
5.0,5.0,6.068078987
5.0,5.0,6.066211002
5.0,5.0,6.064343928
5.0,5.0,6.062477765
5.0,5.0,6.060612511
5.0,5.0,6.058748167
5.0,5.0,6.056884732
5.0,5.0,6.055022206
5.0,5.0,6.053160586
5.0,5.0,6.051299874
5.0,5.0,6.049440068
5.0,5.0,6.047581169
5.0,5.0,6.045723174
5.0,5.0,6.043866084
5.0,5.0,6.042009898
5.0,5.0,6.040154615
5.0,5.0,6.038300235
5.0,5.0,6.036446757
5.0,5.0,6.034594181
5.0,5.0,6.032742506
5.0,5.0,6.030891731
5.0,5.0,6.029041856
5.0,5.0,6.027192881
5.0,5.0,6.025344803
5.0,5.0,6.023497624
5.0,5.0,6.021651342
5.0,5.0,6.019805957
5.0,5.0,6.017961469
5.0,5.0,6.016117876
5.0,5.0,6.014275178
5.0,5.0,6.012433374
5.0,5.0,6.010592464
5.0,5.0,6.008752447
5.0,5.0,6.006913323
5.0,5.0,6.005075091
5.0,5.0,6.003237751
5.0,5.0,6.001401301
5.0,5.0,5.999565742
5.0,5.0,5.997731072
5.0,5.0,5.995897292
4.9,4.9,5.9940644
4.9,4.9,5.992232396
4.9,4.9,5.990401279
4.9,4.9,5.988571049
4.9,4.9,5.986741705
4.9,4.9,5.984913247
4.9,4.9,5.983085673
4.9,4.9,5.981258984
4.9,4.9,5.979433179
4.9,4.9,5.977608257
4.9,4.9,5.975784218
4.9,4.9,5.973961061
4.9,4.9,5.972138785
4.9,4.9,5.97031739
4.9,4.9,5.968496875
4.9,4.9,5.96667724
4.9,4.9,5.964858484
4.9,4.9,5.963040607
4.9,4.9,5.961223608
4.9,4.9,5.959407486
4.9,4.9,5.957592241
4.9,4.9,5.955777872
4.9,4.9,5.953964379
4.9,4.9,5.952151761
4.9,4.9,5.950340017
4.9,4.9,5.948529148
4.9,4.9,5.946719151
4.9,4.9,5.944910028
4.9,4.9,5.943101776
4.9,4.9,5.941294397
4.9,4.9,5.939487888
4.9,4.9,5.93768225
4.9,4.9,5.935877481
4.9,4.9,5.934073582
4.9,4.9,5.932270552
4.9,4.9,5.93046839
4.9,4.9,5.928667095
4.9,4.9,5.926866668
4.9,4.9,5.925067107
4.9,4.9,5.923268411
4.9,4.9,5.921470582
4.9,4.9,5.919673616
4.9,4.9,5.917877516
4.9,4.9,5.916082278
4.9,4.9,5.914287904
4.9,4.9,5.912494392
4.9,4.9,5.910701742
4.9,4.9,5.908909954
4.9,4.9,5.907119026
4.9,4.9,5.905328958
4.9,4.9,5.90353975
4.9,4.9,5.901751401
4.9,4.9,5.899963911
4.9,4.9,5.898177278
4.9,4.9,5.896391503
4.9,4.9,5.894606585
4.9,4.9,5.892822523
4.9,4.9,5.891039317
4.9,4.9,5.889256966
4.9,4.9,5.887475469
4.9,4.9,5.885694826
4.9,4.9,5.883915037
4.9,4.9,5.882136101
4.8,4.8,5.880358017
4.8,4.8,5.878580785
4.8,4.8,5.876804404
4.8,4.8,5.875028874
4.8,4.8,5.873254193
4.8,4.8,5.871480363
4.8,4.8,5.869707381
4.8,4.8,5.867935248
4.8,4.8,5.866163962
4.8,4.8,5.864393524
4.8,4.8,5.862623933
4.8,4.8,5.860855188
4.8,4.8,5.859087288
4.8,4.8,5.857320234
4.8,4.8,5.855554024
4.8,4.8,5.853788658
4.8,4.8,5.852024136
4.8,4.8,5.850260456
4.8,4.8,5.848497619
4.8,4.8,5.846735624
4.8,4.8,5.84497447
4.8,4.8,5.843214156
4.8,4.8,5.841454683
4.8,4.8,5.839696049
4.8,4.8,5.837938254
4.8,4.8,5.836181298
4.8,4.8,5.83442518
4.8,4.8,5.832669899
4.8,4.8,5.830915455
4.8,4.8,5.829161847
4.8,4.8,5.827409076
4.8,4.8,5.825657139
4.8,4.8,5.823906037
4.8,4.8,5.822155769
4.8,4.8,5.820406334
4.8,4.8,5.818657733
4.8,4.8,5.816909964
4.8,4.8,5.815163027
4.8,4.8,5.813416922
4.8,4.8,5.811671647
4.8,4.8,5.809927203
4.8,4.8,5.808183589
4.8,4.8,5.806440803
4.8,4.8,5.804698847
4.8,4.8,5.802957718
4.8,4.8,5.801217418
4.8,4.8,5.799477944
4.8,4.8,5.797739297
4.8,4.8,5.796001476
4.8,4.8,5.79426448
4.8,4.8,5.79252831
4.8,4.8,5.790792963
4.8,4.8,5.789058441
4.8,4.8,5.787324742
4.8,4.8,5.785591866
4.8,4.8,5.783859812
4.8,4.8,5.782128579
4.8,4.8,5.780398168
4.8,4.8,5.778668578
4.8,4.8,5.776939807
4.8,4.8,5.775211857
4.8,4.8,5.773484725
4.8,4.8,5.771758412
4.8,4.8,5.770032917
4.8,4.8,5.768308239
4.8,4.8,5.766584379
4.7,4.7,5.764861334
4.7,4.7,5.763139106
4.7,4.7,5.761417693
4.7,4.7,5.759697095
4.7,4.7,5.757977311
4.7,4.7,5.756258341
4.7,4.7,5.754540184
4.7,4.7,5.752822839
4.7,4.7,5.751106307
4.7,4.7,5.749390587
4.7,4.7,5.747675678
4.7,4.7,5.745961579
4.7,4.7,5.744248291
4.7,4.7,5.742535812
4.7,4.7,5.740824142
4.7,4.7,5.739113281
4.7,4.7,5.737403227
4.7,4.7,5.735693981
4.7,4.7,5.733985542
4.7,4.7,5.73227791
4.7,4.7,5.730571083
4.7,4.7,5.728865062
4.7,4.7,5.727159846
4.7,4.7,5.725455434
4.7,4.7,5.723751826
4.7,4.7,5.722049021
4.7,4.7,5.720347019
4.7,4.7,5.718645819
4.7,4.7,5.716945421
4.7,4.7,5.715245824
4.7,4.7,5.713547028
4.7,4.7,5.711849032
4.7,4.7,5.710151836
4.7,4.7,5.708455439
4.7,4.7,5.70675984
4.7,4.7,5.70506504
4.7,4.7,5.703371038
4.7,4.7,5.701677832
4.7,4.7,5.699985423
4.7,4.7,5.698293811
4.7,4.7,5.696602993
4.7,4.7,5.694912971
4.7,4.7,5.693223744
4.7,4.7,5.69153531
4.7,4.7,5.68984767
4.7,4.7,5.688160823
4.7,4.7,5.686474769
4.7,4.7,5.684789506
4.7,4.7,5.683105035
4.7,4.7,5.681421355
4.7,4.7,5.679738466
4.7,4.7,5.678056366
4.7,4.7,5.676375056
4.7,4.7,5.674694535
4.7,4.7,5.673014802
4.7,4.7,5.671335857
4.7,4.7,5.6696577
4.7,4.7,5.667980329
4.7,4.7,5.666303745
4.7,4.7,5.664627947
4.7,4.7,5.662952935
4.7,4.7,5.661278707
4.7,4.7,5.659605264
4.7,4.7,5.657932604
4.7,4.7,5.656260728
4.7,4.7,5.654589635
4.7,4.7,5.652919324
4.7,4.7,5.651249795
4.6,4.6,5.649581048
4.6,4.6,5.647913081
4.6,4.6,5.646245895
4.6,4.6,5.644579489
4.6,4.6,5.642913862
4.6,4.6,5.641249014
4.6,4.6,5.639584944
4.6,4.6,5.637921652
4.6,4.6,5.636259138
4.6,4.6,5.634597401
4.6,4.6,5.63293644
4.6,4.6,5.631276254
4.6,4.6,5.629616845
4.6,4.6,5.62795821
4.6,4.6,5.62630035
4.6,4.6,5.624643263
4.6,4.6,5.62298695
4.6,4.6,5.62133141
4.6,4.6,5.619676642
4.6,4.6,5.618022647
4.6,4.6,5.616369423
4.6,4.6,5.614716969
4.6,4.6,5.613065287
4.6,4.6,5.611414374
4.6,4.6,5.60976423
4.6,4.6,5.608114856
4.6,4.6,5.60646625
4.6,4.6,5.604818413
4.6,4.6,5.603171342
4.6,4.6,5.601525039
4.6,4.6,5.599879502
4.6,4.6,5.598234732
4.6,4.6,5.596590727
4.6,4.6,5.594947487
4.6,4.6,5.593305011
4.6,4.6,5.5916633
4.6,4.6,5.590022353
4.6,4.6,5.588382168
4.6,4.6,5.586742746
4.6,4.6,5.585104087
4.6,4.6,5.583466189
4.6,4.6,5.581829052
4.6,4.6,5.580192676
4.6,4.6,5.57855706
4.6,4.6,5.576922204
4.6,4.6,5.575288107
4.6,4.6,5.573654769
4.6,4.6,5.572022189
4.6,4.6,5.570390367
4.6,4.6,5.568759303
4.6,4.6,5.567128995
4.6,4.6,5.565499444
4.6,4.6,5.563870648
4.6,4.6,5.562242608
4.6,4.6,5.560615323
4.6,4.6,5.558988792
4.6,4.6,5.557363016
4.6,4.6,5.555737992
4.6,4.6,5.554113722
4.6,4.6,5.552490204
4.6,4.6,5.550867439
4.6,4.6,5.549245425
4.6,4.6,5.547624162
4.6,4.6,5.54600365
4.6,4.6,5.544383888
4.6,4.6,5.542764875
4.6,4.6,5.541146612
4.6,4.6,5.539529097
4.6,4.6,5.537912331
4.6,4.6,5.536296313
4.5,4.5,5.534681042
4.5,4.5,5.533066517
4.5,4.5,5.531452739
4.5,4.5,5.529839707
4.5,4.5,5.528227421
4.5,4.5,5.526615879
4.5,4.5,5.525005082
4.5,4.5,5.523395029
4.5,4.5,5.521785719
4.5,4.5,5.520177153
4.5,4.5,5.518569329
4.5,4.5,5.516962247
4.5,4.5,5.515355907
4.5,4.5,5.513750308
4.5,4.5,5.512145449
4.5,4.5,5.510541331
4.5,4.5,5.508937953
4.5,4.5,5.507335314
4.5,4.5,5.505733414
4.5,4.5,5.504132253
4.5,4.5,5.502531829
4.5,4.5,5.500932143
4.5,4.5,5.499333193
4.5,4.5,5.497734981
4.5,4.5,5.496137504
4.5,4.5,5.494540763
4.5,4.5,5.492944757
4.5,4.5,5.491349485
4.5,4.5,5.489754948
4.5,4.5,5.488161145
4.5,4.5,5.486568075
4.5,4.5,5.484975738
4.5,4.5,5.483384133
4.5,4.5,5.48179326
4.5,4.5,5.480203118
4.5,4.5,5.478613708
4.5,4.5,5.477025028
4.5,4.5,5.475437078
4.5,4.5,5.473849857
4.5,4.5,5.472263366
4.5,4.5,5.470677604
4.5,4.5,5.469092569
4.5,4.5,5.467508263
4.5,4.5,5.465924683
4.5,4.5,5.464341831
4.5,4.5,5.462759705
4.5,4.5,5.461178305
4.5,4.5,5.45959763
4.5,4.5,5.458017681
4.5,4.5,5.456438456
4.5,4.5,5.454859955
4.5,4.5,5.453282178
4.5,4.5,5.451705124
4.5,4.5,5.450128792
4.5,4.5,5.448553183
4.5,4.5,5.446978296
4.5,4.5,5.445404131
4.5,4.5,5.443830686
4.5,4.5,5.442257962
4.5,4.5,5.440685957
4.5,4.5,5.439114673
4.5,4.5,5.437544107
4.5,4.5,5.43597426
4.5,4.5,5.434405132
4.5,4.5,5.432836721
4.5,4.5,5.431269028
4.5,4.5,5.429702051
4.5,4.5,5.428135791
4.5,4.5,5.426570247
4.5,4.5,5.425005418
4.5,4.5,5.423441305
4.5,4.5,5.421877906
4.4,4.4,5.420315221
4.4,4.4,5.41875325
4.4,4.4,5.417191993
4.4,4.4,5.415631448
4.4,4.4,5.414071616
4.4,4.4,5.412512495
4.4,4.4,5.410954087
4.4,4.4,5.409396389
4.4,4.4,5.407839402
4.4,4.4,5.406283125
4.4,4.4,5.404727558
4.4,4.4,5.4031727
4.4,4.4,5.401618551
4.4,4.4,5.40006511
4.4,4.4,5.398512378
4.4,4.4,5.396960353
4.4,4.4,5.395409035
4.4,4.4,5.393858424
4.4,4.4,5.392308519
4.4,4.4,5.390759319
4.4,4.4,5.389210825
4.4,4.4,5.387663036
4.4,4.4,5.386115952
4.4,4.4,5.384569571
4.4,4.4,5.383023894
4.4,4.4,5.38147892
4.4,4.4,5.379934649
4.4,4.4,5.37839108
4.4,4.4,5.376848213
4.4,4.4,5.375306048
4.4,4.4,5.373764583
4.4,4.4,5.372223819
4.4,4.4,5.370683755
4.4,4.4,5.36914439
4.4,4.4,5.367605725
4.4,4.4,5.366067759
4.4,4.4,5.36453049
4.4,4.4,5.36299392
4.4,4.4,5.361458048
4.4,4.4,5.359922872
4.4,4.4,5.358388393
4.4,4.4,5.35685461
4.4,4.4,5.355321523
4.4,4.4,5.353789131
4.4,4.4,5.352257434
4.4,4.4,5.350726431
4.4,4.4,5.349196123
4.4,4.4,5.347666508
4.4,4.4,5.346137586
4.4,4.4,5.344609357
4.4,4.4,5.343081821
4.4,4.4,5.341554976
4.4,4.4,5.340028822
4.4,4.4,5.33850336
4.4,4.4,5.336978588
4.4,4.4,5.335454507
4.4,4.4,5.333931115
4.4,4.4,5.332408412
4.4,4.4,5.330886398
4.4,4.4,5.329365073
4.4,4.4,5.327844436
4.4,4.4,5.326324486
4.4,4.4,5.324805223
4.4,4.4,5.323286648
4.4,4.4,5.321768758
4.4,4.4,5.320251555
4.4,4.4,5.318735037
4.4,4.4,5.317219204
4.4,4.4,5.315704055
4.4,4.4,5.314189591
4.4,4.4,5.31267581
4.4,4.4,5.311162713
4.4,4.4,5.309650299
4.4,4.4,5.308138568
4.4,4.4,5.306627518
4.3,4.3,5.30511715
4.3,4.3,5.303607463
4.3,4.3,5.302098458
4.3,4.3,5.300590132
4.3,4.3,5.299082487
4.3,4.3,5.297575521
4.3,4.3,5.296069234
4.3,4.3,5.294563626
4.3,4.3,5.293058697
4.3,4.3,5.291554445
4.3,4.3,5.29005087
4.3,4.3,5.288547973
4.3,4.3,5.287045753
4.3,4.3,5.285544208
4.3,4.3,5.284043339
4.3,4.3,5.282543146
4.3,4.3,5.281043628
4.3,4.3,5.279544784
4.3,4.3,5.278046615
4.3,4.3,5.276549119
4.3,4.3,5.275052296
4.3,4.3,5.273556147
4.3,4.3,5.27206067
4.3,4.3,5.270565865
4.3,4.3,5.269071731
4.3,4.3,5.267578269
4.3,4.3,5.266085478
4.3,4.3,5.264593357
4.3,4.3,5.263101906
4.3,4.3,5.261611124
4.3,4.3,5.260121012
4.3,4.3,5.258631569
4.3,4.3,5.257142794
4.3,4.3,5.255654687
4.3,4.3,5.254167247
4.3,4.3,5.252680475
4.3,4.3,5.251194369
4.3,4.3,5.24970893
4.3,4.3,5.248224156
4.3,4.3,5.246740048
4.3,4.3,5.245256605
4.3,4.3,5.243773827
4.3,4.3,5.242291713
4.3,4.3,5.240810263
4.3,4.3,5.239329476
4.3,4.3,5.237849353
4.3,4.3,5.236369892
4.3,4.3,5.234891093
4.3,4.3,5.233412956
4.3,4.3,5.231935481
4.3,4.3,5.230458666
4.3,4.3,5.228982512
4.3,4.3,5.227507019
4.3,4.3,5.226032185
4.3,4.3,5.22455801
4.3,4.3,5.223084495
4.3,4.3,5.221611638
4.3,4.3,5.220139439
4.3,4.3,5.218667899
4.3,4.3,5.217197015
4.3,4.3,5.215726789
4.3,4.3,5.214257219
4.3,4.3,5.212788305
4.3,4.3,5.211320047
4.3,4.3,5.209852444
4.3,4.3,5.208385497
4.3,4.3,5.206919204
4.3,4.3,5.205453565
4.3,4.3,5.20398858
4.3,4.3,5.202524248
4.3,4.3,5.20106057
4.3,4.3,5.199597543
4.3,4.3,5.198135169
4.3,4.3,5.196673447
4.3,4.3,5.195212377
4.3,4.3,5.193751957
4.3,4.3,5.192292188
4.3,4.3,5.190833069
4.2,4.2,5.189374599
4.2,4.2,5.18791678
4.2,4.2,5.186459609
4.2,4.2,5.185003087
4.2,4.2,5.183547213
4.2,4.2,5.182091987
4.2,4.2,5.180637408
4.2,4.2,5.179183476
4.2,4.2,5.177730191
4.2,4.2,5.176277553
4.2,4.2,5.17482556
4.2,4.2,5.173374212
4.2,4.2,5.17192351
4.2,4.2,5.170473452
4.2,4.2,5.169024039
4.2,4.2,5.167575269
4.2,4.2,5.166127143
4.2,4.2,5.16467966
4.2,4.2,5.16323282
4.2,4.2,5.161786622
4.2,4.2,5.160341066
4.2,4.2,5.158896152
4.2,4.2,5.157451878
4.2,4.2,5.156008246
4.2,4.2,5.154565254
4.2,4.2,5.153122902
4.2,4.2,5.151681189
4.2,4.2,5.150240116
4.2,4.2,5.148799681
4.2,4.2,5.147359885
4.2,4.2,5.145920727
4.2,4.2,5.144482207
4.2,4.2,5.143044324
4.2,4.2,5.141607078
4.2,4.2,5.140170468
4.2,4.2,5.138734495
4.2,4.2,5.137299157
4.2,4.2,5.135864454
4.2,4.2,5.134430387
4.2,4.2,5.132996954
4.2,4.2,5.131564155
4.2,4.2,5.13013199
4.2,4.2,5.128700459
4.2,4.2,5.12726956
4.2,4.2,5.125839295
4.2,4.2,5.124409661
4.2,4.2,5.122980659
4.2,4.2,5.121552289
4.2,4.2,5.12012455
4.2,4.2,5.118697442
4.2,4.2,5.117270964
4.2,4.2,5.115845116
4.2,4.2,5.114419898
4.2,4.2,5.112995309
4.2,4.2,5.111571349
4.2,4.2,5.110148017
4.2,4.2,5.108725313
4.2,4.2,5.107303237
4.2,4.2,5.105881788
4.2,4.2,5.104460967
4.2,4.2,5.103040771
4.2,4.2,5.101621203
4.2,4.2,5.100202259
4.2,4.2,5.098783942
4.2,4.2,5.097366249
4.2,4.2,5.095949181
4.2,4.2,5.094532737
4.2,4.2,5.093116917
4.2,4.2,5.091701721
4.2,4.2,5.090287148
4.2,4.2,5.088873198
4.2,4.2,5.08745987
4.2,4.2,5.086047164
4.2,4.2,5.08463508
4.2,4.2,5.083223617
4.2,4.2,5.081812776
4.2,4.2,5.080402554
4.2,4.2,5.078992953
4.2,4.2,5.077583972
4.2,4.2,5.07617561
4.2,4.2,5.074767867
4.1,4.1,5.073360743
4.1,4.1,5.071954237
4.1,4.1,5.070548349
4.1,4.1,5.069143078
4.1,4.1,5.067738425
4.1,4.1,5.066334389
4.1,4.1,5.064930969
4.1,4.1,5.063528165
4.1,4.1,5.062125977
4.1,4.1,5.060724404
4.1,4.1,5.059323447
4.1,4.1,5.057923103
4.1,4.1,5.056523374
4.1,4.1,5.055124259
4.1,4.1,5.053725758
4.1,4.1,5.052327869
4.1,4.1,5.050930594
4.1,4.1,5.04953393
4.1,4.1,5.048137879
4.1,4.1,5.04674244
4.1,4.1,5.045347611
4.1,4.1,5.043953394
4.1,4.1,5.042559787
4.1,4.1,5.04116679
4.1,4.1,5.039774404
4.1,4.1,5.038382626
4.1,4.1,5.036991458
4.1,4.1,5.035600899
4.1,4.1,5.034210947
4.1,4.1,5.032821604
4.1,4.1,5.031432869
4.1,4.1,5.030044741
4.1,4.1,5.028657219
4.1,4.1,5.027270305
4.1,4.1,5.025883996
4.1,4.1,5.024498293
4.1,4.1,5.023113196
4.1,4.1,5.021728704
4.1,4.1,5.020344816
4.1,4.1,5.018961533
4.1,4.1,5.017578854
4.1,4.1,5.016196779
4.1,4.1,5.014815307
4.1,4.1,5.013434438
4.1,4.1,5.012054171
4.1,4.1,5.010674507
4.1,4.1,5.009295444
4.1,4.1,5.007916983
4.1,4.1,5.006539123
4.1,4.1,5.005161864
4.1,4.1,5.003785206
4.1,4.1,5.002409147
4.1,4.1,5.001033688
4.1,4.1,4.999658828
4.1,4.1,4.998284568
4.1,4.1,4.996910906
4.1,4.1,4.995537842
4.1,4.1,4.994165376
4.1,4.1,4.992793508
4.1,4.1,4.991422237
4.1,4.1,4.990051563
4.1,4.1,4.988681485
4.1,4.1,4.987312004
4.1,4.1,4.985943118
4.1,4.1,4.984574827
4.1,4.1,4.983207132
4.1,4.1,4.981840032
4.1,4.1,4.980473525
4.1,4.1,4.979107613
4.1,4.1,4.977742295
4.1,4.1,4.976377569
4.1,4.1,4.975013437
4.1,4.1,4.973649897
4.1,4.1,4.97228695
4.1,4.1,4.970924594
4.1,4.1,4.96956283
4.1,4.1,4.968201658
4.1,4.1,4.966841076
4.1,4.1,4.965481084
4.1,4.1,4.964121683
4.1,4.1,4.962762871
4.1,4.1,4.961404649
4.1,4.1,4.960047016
4.1,4.1,4.958689972
4.0,4.0,4.957333516
4.0,4.0,4.955977648
4.0,4.0,4.954622367
4.0,4.0,4.953267675
4.0,4.0,4.951913569
4.0,4.0,4.950560049
4.0,4.0,4.949207117
4.0,4.0,4.94785477
4.0,4.0,4.946503008
4.0,4.0,4.945151832
4.0,4.0,4.943801241
4.0,4.0,4.942451234
4.0,4.0,4.941101812
4.0,4.0,4.939752973
4.0,4.0,4.938404718
4.0,4.0,4.937057046
4.0,4.0,4.935709957
4.0,4.0,4.93436345
4.0,4.0,4.933017526
4.0,4.0,4.931672183
4.0,4.0,4.930327422
4.0,4.0,4.928983242
4.0,4.0,4.927639642
4.0,4.0,4.926296623
4.0,4.0,4.924954185
4.0,4.0,4.923612326
4.0,4.0,4.922271046
4.0,4.0,4.920930345
4.0,4.0,4.919590223
4.0,4.0,4.91825068
4.0,4.0,4.916911714
4.0,4.0,4.915573326
4.0,4.0,4.914235516
4.0,4.0,4.912898282
4.0,4.0,4.911561625
4.0,4.0,4.910225544
4.0,4.0,4.90889004
4.0,4.0,4.907555111
4.0,4.0,4.906220757
4.0,4.0,4.904886978
4.0,4.0,4.903553774
4.0,4.0,4.902221145
4.0,4.0,4.900889089
4.0,4.0,4.899557606
4.0,4.0,4.898226697
4.0,4.0,4.896896361
4.0,4.0,4.895566598
4.0,4.0,4.894237407
4.0,4.0,4.892908787
4.0,4.0,4.89158074
4.0,4.0,4.890253263
4.0,4.0,4.888926358
4.0,4.0,4.887600023
4.0,4.0,4.886274258
4.0,4.0,4.884949063
4.0,4.0,4.883624438
4.0,4.0,4.882300381
4.0,4.0,4.880976894
4.0,4.0,4.879653976
4.0,4.0,4.878331625
4.0,4.0,4.877009843
4.0,4.0,4.875688628
4.0,4.0,4.87436798
4.0,4.0,4.873047899
4.0,4.0,4.871728385
4.0,4.0,4.870409437
4.0,4.0,4.869091055
4.0,4.0,4.867773238
4.0,4.0,4.866455987
4.0,4.0,4.8651393
4.0,4.0,4.863823178
4.0,4.0,4.86250762
4.0,4.0,4.861192627
4.0,4.0,4.859878196
4.0,4.0,4.858564329
4.0,4.0,4.857251025
4.0,4.0,4.855938284
4.0,4.0,4.854626105
4.0,4.0,4.853314487
4.0,4.0,4.852003431
4.0,4.0,4.850692937
4.0,4.0,4.849383003
4.0,4.0,4.84807363
4.0,4.0,4.846764818
4.0,4.0,4.845456565
4.0,4.0,4.844148872
4.0,4.0,4.842841738
3.9,3.9,4.841535163
3.9,3.9,4.840229147
3.9,3.9,4.838923689
3.9,3.9,4.837618789
3.9,3.9,4.836314447
3.9,3.9,4.835010662
3.9,3.9,4.833707434
3.9,3.9,4.832404763
3.9,3.9,4.831102648
3.9,3.9,4.829801089
3.9,3.9,4.828500086
3.9,3.9,4.827199638
3.9,3.9,4.825899745
3.9,3.9,4.824600407
3.9,3.9,4.823301623
3.9,3.9,4.822003394
3.9,3.9,4.820705718
3.9,3.9,4.819408596
3.9,3.9,4.818112027
3.9,3.9,4.81681601
3.9,3.9,4.815520546
3.9,3.9,4.814225634
3.9,3.9,4.812931274
3.9,3.9,4.811637466
