PT 2,PT 1,PT 3
21.0,21.0,23.7056165
21.0,21.0,23.68942648
21.0,21.0,23.67325398
21.0,21.0,23.65709897
21.0,21.0,23.64096143
21.0,21.0,23.62484133
21.0,21.0,23.60873865
20.9,20.9,23.59265336
20.9,20.9,23.57658543
20.9,20.9,23.56053483
20.9,20.9,23.54450155
20.9,20.9,23.52848556
20.9,20.9,23.51248683
20.9,20.9,23.49650533
20.8,20.8,23.48054104
20.8,20.8,23.46459394
20.8,20.8,23.448664
20.8,20.8,23.43275119
20.8,20.8,23.4168555
20.8,20.8,23.40097688
20.7,20.7,23.38511533
20.7,20.7,23.36927081
20.7,20.7,23.3534433
20.7,20.7,23.33763277
20.7,20.7,23.3218392
20.7,20.7,23.30606257
20.7,20.7,23.29030284
20.6,20.6,23.27456
20.6,20.6,23.25883402
20.6,20.6,23.24312488
20.6,20.6,23.22743254
20.6,20.6,23.21175699
20.6,20.6,23.1960982
20.6,20.6,23.18045615
20.5,20.5,23.16483081
20.5,20.5,23.14922215
20.5,20.5,23.13363016
20.5,20.5,23.11805481
20.5,20.5,23.10249608
20.5,20.5,23.08695393
20.5,20.5,23.07142835
20.4,20.4,23.05591932
20.4,20.4,23.0404268
20.4,20.4,23.02495077
20.4,20.4,23.00949121
20.4,20.4,22.9940481
20.4,20.4,22.97862141
20.4,20.4,22.96321112
20.3,20.3,22.94781721
20.3,20.3,22.93243964
20.3,20.3,22.9170784
20.3,20.3,22.90173346
20.3,20.3,22.88640481
20.3,20.3,22.8710924
20.3,20.3,22.85579623
20.2,20.2,22.84051627
20.2,20.2,22.82525249
20.2,20.2,22.81000488
20.2,20.2,22.7947734
20.2,20.2,22.77955803
20.2,20.2,22.76435876
20.2,20.2,22.74917556
20.1,20.1,22.7340084
20.1,20.1,22.71885726
20.1,20.1,22.70372212
20.1,20.1,22.68860295
20.1,20.1,22.67349974
20.1,20.1,22.65841246
20.1,20.1,22.64334108
20.0,20.0,22.62828559
20.0,20.0,22.61324595
20.0,20.0,22.59822215
20.0,20.0,22.58321417
20.0,20.0,22.56822198
20.0,20.0,22.55324556
20.0,20.0,22.53828489
19.9,19.9,22.52333993
19.9,19.9,22.50841068
19.9,19.9,22.49349711
19.9,19.9,22.4785992
19.9,19.9,22.46371691
19.9,19.9,22.44885024
19.9,19.9,22.43399916
19.8,19.8,22.41916364
19.8,19.8,22.40434367
19.8,19.8,22.38953922
19.8,19.8,22.37475027
19.8,19.8,22.35997679
19.8,19.8,22.34521877
19.8,19.8,22.33047619
19.8,19.8,22.31574901
19.7,19.7,22.30103722
19.7,19.7,22.2863408
19.7,19.7,22.27165973
19.7,19.7,22.25699397
19.7,19.7,22.24234352
19.7,19.7,22.22770835
19.7,19.7,22.21308843
19.6,19.6,22.19848375
19.6,19.6,22.18389429
19.6,19.6,22.16932001
19.6,19.6,22.15476091
19.6,19.6,22.14021695
19.6,19.6,22.12568813
19.6,19.6,22.1111744
19.6,19.6,22.09667577
19.5,19.5,22.08219219
19.5,19.5,22.06772366
19.5,19.5,22.05327015
19.5,19.5,22.03883163
19.5,19.5,22.02440809
19.5,19.5,22.00999951
19.5,19.5,21.99560586
19.4,19.4,21.98122713
19.4,19.4,21.96686329
19.4,19.4,21.95251432
19.4,19.4,21.9381802
19.4,19.4,21.92386091
19.4,19.4,21.90955643
19.4,19.4,21.89526674
19.4,19.4,21.88099181
19.3,19.3,21.86673163
19.3,19.3,21.85248617
19.3,19.3,21.83825542
19.3,19.3,21.82403935
19.3,19.3,21.80983794
19.3,19.3,21.79565118
19.3,19.3,21.78147903
19.2,19.2,21.76732149
19.2,19.2,21.75317853
19.2,19.2,21.73905012
19.2,19.2,21.72493625
19.2,19.2,21.71083691
19.2,19.2,21.69675206
19.2,19.2,21.68268168
19.2,19.2,21.66862577
19.1,19.1,21.65458429
19.1,19.1,21.64055723
19.1,19.1,21.62654456
19.1,19.1,21.61254627
19.1,19.1,21.59856234
19.1,19.1,21.58459274
19.1,19.1,21.57063745
19.0,19.0,21.55669647
19.0,19.0,21.54276975
19.0,19.0,21.5288573
19.0,19.0,21.51495908
19.0,19.0,21.50107507
19.0,19.0,21.48720526
19.0,19.0,21.47334962
19.0,19.0,21.45950815
18.9,18.9,21.4456808
18.9,18.9,21.43186758
18.9,18.9,21.41806845
18.9,18.9,21.4042834
18.9,18.9,21.3905124
18.9,18.9,21.37675544
18.9,18.9,21.3630125
18.9,18.9,21.34928356
18.8,18.8,21.3355686
18.8,18.8,21.3218676
18.8,18.8,21.30818054
18.8,18.8,21.2945074
18.8,18.8,21.28084816
18.8,18.8,21.2672028
18.8,18.8,21.2535713
18.8,18.8,21.23995365
18.7,18.7,21.22634982
18.7,18.7,21.2127598
18.7,18.7,21.19918356
18.7,18.7,21.18562109
18.7,18.7,21.17207237
18.7,18.7,21.15853738
18.7,18.7,21.14501609
18.7,18.7,21.1315085
18.6,18.6,21.11801457
18.6,18.6,21.1045343
18.6,18.6,21.09106767
18.6,18.6,21.07761464
18.6,18.6,21.06417522
18.6,18.6,21.05074937
18.6,18.6,21.03733708
18.6,18.6,21.02393833
18.5,18.5,21.0105531
18.5,18.5,20.99718137
18.5,18.5,20.98382312
18.5,18.5,20.97047835
18.5,18.5,20.95714701
18.5,18.5,20.94382911
18.5,18.5,20.93052461
18.5,18.5,20.91723351
18.4,18.4,20.90395577
18.4,18.4,20.8906914
18.4,18.4,20.87744035
18.4,18.4,20.86420263
18.4,18.4,20.8509782
18.4,18.4,20.83776705
18.4,18.4,20.82456917
18.4,18.4,20.81138453
18.3,18.3,20.79821312
18.3,18.3,20.78505491
18.3,18.3,20.7719099
18.3,18.3,20.75877805
18.3,18.3,20.74565936
18.3,18.3,20.73255381
18.3,18.3,20.71946137
18.3,18.3,20.70638203
18.3,18.3,20.69331577
18.2,18.2,20.68026258
18.2,18.2,20.66722244
18.2,18.2,20.65419532
18.2,18.2,20.64118121
18.2,18.2,20.62818009
18.2,18.2,20.61519195
18.2,18.2,20.60221677
18.2,18.2,20.58925452
18.1,18.1,20.5763052
18.1,18.1,20.56336878
18.1,18.1,20.55044524
18.1,18.1,20.53753458
18.1,18.1,20.52463677
18.1,18.1,20.51175179
18.1,18.1,20.49887962
18.1,18.1,20.48602026
18.0,18.0,20.47317368
18.0,18.0,20.46033986
18.0,18.0,20.44751878
18.0,18.0,20.43471044
18.0,18.0,20.42191481
18.0,18.0,20.40913187
18.0,18.0,20.39636162
18.0,18.0,20.38360402
18.0,18.0,20.37085906
17.9,17.9,20.35812673
17.9,17.9,20.34540701
17.9,17.9,20.33269988
17.9,17.9,20.32000533
17.9,17.9,20.30732333
17.9,17.9,20.29465388
17.9,17.9,20.28199695
17.9,17.9,20.26935252
17.8,17.8,20.25672059
17.8,17.8,20.24410113
17.8,17.8,20.23149412
17.8,17.8,20.21889955
17.8,17.8,20.20631741
17.8,17.8,20.19374767
17.8,17.8,20.18119032
17.8,17.8,20.16864535
17.8,17.8,20.15611273
17.7,17.7,20.14359244
17.7,17.7,20.13108448
17.7,17.7,20.11858883
17.7,17.7,20.10610546
17.7,17.7,20.09363437
17.7,17.7,20.08117554
17.7,17.7,20.06872894
17.7,17.7,20.05629457
17.6,17.6,20.0438724
17.6,17.6,20.03146242
17.6,17.6,20.01906462
17.6,17.6,20.00667897
17.6,17.6,19.99430547
17.6,17.6,19.98194409
17.6,17.6,19.96959482
17.6,17.6,19.95725765
17.6,17.6,19.94493255
17.5,17.5,19.9326195
17.5,17.5,19.92031851
17.5,17.5,19.90802954
17.5,17.5,19.89575258
17.5,17.5,19.88348762
17.5,17.5,19.87123464
17.5,17.5,19.85899362
17.5,17.5,19.84676455
17.5,17.5,19.83454741
17.4,17.4,19.82234219
17.4,17.4,19.81014887
17.4,17.4,19.79796743
17.4,17.4,19.78579786
17.4,17.4,19.77364014
17.4,17.4,19.76149425
17.4,17.4,19.74936019
17.4,17.4,19.73723794
17.4,17.4,19.72512747
17.3,17.3,19.71302878
17.3,17.3,19.70094184
17.3,17.3,19.68886665
17.3,17.3,19.67680318
17.3,17.3,19.66475143
17.3,17.3,19.65271137
17.3,17.3,19.64068299
17.3,17.3,19.62866627
17.3,17.3,19.6166612
17.2,17.2,19.60466777
17.2,17.2,19.59268596
17.2,17.2,19.58071574
17.2,17.2,19.56875712
17.2,17.2,19.55681007
17.2,17.2,19.54487457
17.2,17.2,19.53295062
17.2,17.2,19.52103819
17.2,17.2,19.50913727
17.1,17.1,19.49724785
17.1,17.1,19.4853699
17.1,17.1,19.47350343
17.1,17.1,19.4616484
17.1,17.1,19.44980481
17.1,17.1,19.43797264
17.1,17.1,19.42615187
17.1,17.1,19.41434249
17.1,17.1,19.40254449
17.0,17.0,19.39075785
17.0,17.0,19.37898255
17.0,17.0,19.36721858
17.0,17.0,19.35546593
17.0,17.0,19.34372458
17.0,17.0,19.33199451
17.0,17.0,19.32027571
17.0,17.0,19.30856817
17.0,17.0,19.29687187
16.9,16.9,19.2851868
16.9,16.9,19.27351293
16.9,16.9,19.26185026
16.9,16.9,19.25019878
16.9,16.9,19.23855846
16.9,16.9,19.22692929
16.9,16.9,19.21531126
16.9,16.9,19.20370436
16.9,16.9,19.19210856
16.9,16.9,19.18052386
16.8,16.8,19.16895024
16.8,16.8,19.15738768
16.8,16.8,19.14583617
16.8,16.8,19.1342957
16.8,16.8,19.12276625
16.8,16.8,19.11124781
16.8,16.8,19.09974036
16.8,16.8,19.08824389
16.8,16.8,19.07675838
16.7,16.7,19.06528383
16.7,16.7,19.05382021
16.7,16.7,19.04236751
16.7,16.7,19.03092571
16.7,16.7,19.01949481
16.7,16.7,19.00807479
16.7,16.7,18.99666564
16.7,16.7,18.98526733
16.7,16.7,18.97387986
16.7,16.7,18.96250322
16.6,16.6,18.95113738
16.6,16.6,18.93978233
16.6,16.6,18.92843807
16.6,16.6,18.91710457
16.6,16.6,18.90578182
16.6,16.6,18.89446981
16.6,16.6,18.88316853
16.6,16.6,18.87187795
16.6,16.6,18.86059807
16.5,16.5,18.84932888
16.5,16.5,18.83807035
16.5,16.5,18.82682248
16.5,16.5,18.81558524
16.5,16.5,18.80435864
16.5,16.5,18.79314265
16.5,16.5,18.78193726
16.5,16.5,18.77074245
16.5,16.5,18.75955822
16.5,16.5,18.74838455
16.4,16.4,18.73722142
16.4,16.4,18.72606882
16.4,16.4,18.71492674
16.4,16.4,18.70379516
16.4,16.4,18.69267408
16.4,16.4,18.68156347
16.4,16.4,18.67046333
16.4,16.4,18.65937363
16.4,16.4,18.64829437
16.4,16.4,18.63722554
16.3,16.3,18.62616712
16.3,16.3,18.61511909
16.3,16.3,18.60408144
16.3,16.3,18.59305417
16.3,16.3,18.58203725
16.3,16.3,18.57103067
16.3,16.3,18.56003443
16.3,16.3,18.5490485
16.3,16.3,18.53807287
16.3,16.3,18.52710753
16.2,16.2,18.51615248
16.2,16.2,18.50520768
16.2,16.2,18.49427313
16.2,16.2,18.48334883
16.2,16.2,18.47243474
16.2,16.2,18.46153087
16.2,16.2,18.45063719
16.2,16.2,18.4397537
16.2,16.2,18.42888039
16.2,16.2,18.41801723
16.1,16.1,18.40716422
16.1,16.1,18.39632134
16.1,16.1,18.38548858
16.1,16.1,18.37466592
16.1,16.1,18.36385336
16.1,16.1,18.35305089
16.1,16.1,18.34225848
16.1,16.1,18.33147612
16.1,16.1,18.32070381
16.1,16.1,18.30994153
16.0,16.0,18.29918927
16.0,16.0,18.28844701
16.0,16.0,18.27771474
16.0,16.0,18.26699246
16.0,16.0,18.25628013
16.0,16.0,18.24557777
16.0,16.0,18.23488534
16.0,16.0,18.22420284
16.0,16.0,18.21353026
16.0,16.0,18.20286758
15.9,15.9,18.19221479
15.9,15.9,18.18157188
15.9,15.9,18.17093883
15.9,15.9,18.16031564
15.9,15.9,18.14970228
15.9,15.9,18.13909876
15.9,15.9,18.12850505
15.9,15.9,18.11792114
15.9,15.9,18.10734703
15.9,15.9,18.09678269
15.8,15.8,18.08622812
15.8,15.8,18.0756833
15.8,15.8,18.06514822
15.8,15.8,18.05462287
15.8,15.8,18.04410724
15.8,15.8,18.03360132
15.8,15.8,18.02310508
15.8,15.8,18.01261852
15.8,15.8,18.00214164
15.8,15.8,17.9916744
15.7,15.7,17.98121681
15.7,15.7,17.97076886
15.7,15.7,17.96033052
15.7,15.7,17.94990178
15.7,15.7,17.93948265
15.7,15.7,17.92907309
15.7,15.7,17.91867311
15.7,15.7,17.90828268
15.7,15.7,17.8979018
15.7,15.7,17.88753046
15.7,15.7,17.87716863
15.6,15.6,17.86681632
15.6,15.6,17.85647351
15.6,15.6,17.84614018
15.6,15.6,17.83581633
15.6,15.6,17.82550194
15.6,15.6,17.815197
15.6,15.6,17.8049015
15.6,15.6,17.79461543
15.6,15.6,17.78433877
15.6,15.6,17.77407152
15.5,15.5,17.76381366
15.5,15.5,17.75356518
15.5,15.5,17.74332606
15.5,15.5,17.73309631
15.5,15.5,17.7228759
15.5,15.5,17.71266482
15.5,15.5,17.70246306
15.5,15.5,17.69227062
15.5,15.5,17.68208747
15.5,15.5,17.67191361
15.5,15.5,17.66174902
15.4,15.4,17.6515937
15.4,15.4,17.64144763
15.4,15.4,17.6313108
15.4,15.4,17.6211832
15.4,15.4,17.61106482
15.4,15.4,17.60095564
15.4,15.4,17.59085566
15.4,15.4,17.58076486
15.4,15.4,17.57068323
15.4,15.4,17.56061076
15.4,15.4,17.55054744
15.3,15.3,17.54049326
15.3,15.3,17.53044821
15.3,15.3,17.52041226
15.3,15.3,17.51038543
15.3,15.3,17.50036768
15.3,15.3,17.49035902
15.3,15.3,17.48035942
15.3,15.3,17.47036889
15.3,15.3,17.4603874
15.3,15.3,17.45041495
15.3,15.3,17.44045152
15.2,15.2,17.4304971
15.2,15.2,17.42055169
15.2,15.2,17.41061527
15.2,15.2,17.40068783
15.2,15.2,17.39076936
15.2,15.2,17.38085984
15.2,15.2,17.37095928
15.2,15.2,17.36106765
15.2,15.2,17.35118494
15.2,15.2,17.34131115
15.2,15.2,17.33144626
15.1,15.1,17.32159026
15.1,15.1,17.31174314
15.1,15.1,17.30190489
15.1,15.1,17.29207551
15.1,15.1,17.28225496
15.1,15.1,17.27244326
15.1,15.1,17.26264038
15.1,15.1,17.25284632
15.1,15.1,17.24306106
15.1,15.1,17.2332846
15.1,15.1,17.22351692
15.0,15.0,17.21375801
15.0,15.0,17.20400786
15.0,15.0,17.19426646
15.0,15.0,17.18453381
15.0,15.0,17.17480988
15.0,15.0,17.16509467
15.0,15.0,17.15538816
15.0,15.0,17.14569036
15.0,15.0,17.13600124
15.0,15.0,17.12632079
15.0,15.0,17.11664902
14.9,14.9,17.10698589
14.9,14.9,17.09733141
14.9,14.9,17.08768556
14.9,14.9,17.07804834
14.9,14.9,17.06841972
14.9,14.9,17.05879971
14.9,14.9,17.04918829
14.9,14.9,17.03958545
14.9,14.9,17.02999118
14.9,14.9,17.02040547
14.9,14.9,17.01082831
14.8,14.8,17.00125969
14.8,14.8,16.99169959
14.8,14.8,16.98214802
14.8,14.8,16.97260495
14.8,14.8,16.96307037
14.8,14.8,16.95354429
14.8,14.8,16.94402668
14.8,14.8,16.93451754
14.8,14.8,16.92501685
14.8,14.8,16.91552461
14.8,14.8,16.9060408
14.8,14.8,16.89656542
14.7,14.7,16.88709845
14.7,14.7,16.87763989
14.7,14.7,16.86818972
14.7,14.7,16.85874794
14.7,14.7,16.84931453
14.7,14.7,16.83988948
14.7,14.7,16.83047279
14.7,14.7,16.82106444
14.7,14.7,16.81166442
14.7,14.7,16.80227273
14.7,14.7,16.79288935
14.6,14.6,16.78351427
14.6,14.6,16.77414749
14.6,14.6,16.76478899
14.6,14.6,16.75543876
14.6,14.6,16.7460968
14.6,14.6,16.73676308
14.6,14.6,16.72743761
14.6,14.6,16.71812038
14.6,14.6,16.70881137
14.6,14.6,16.69951057
14.6,14.6,16.69021797
14.6,14.6,16.68093357
14.5,14.5,16.67165735
14.5,14.5,16.6623893
14.5,14.5,16.65312942
14.5,14.5,16.64387769
14.5,14.5,16.6346341
14.5,14.5,16.62539865
14.5,14.5,16.61617132
14.5,14.5,16.60695211
14.5,14.5,16.59774101
14.5,14.5,16.58853799
14.5,14.5,16.57934307
14.5,14.5,16.57015622
14.4,14.4,16.56097743
14.4,14.4,16.5518067
14.4,14.4,16.54264402
14.4,14.4,16.53348938
14.4,14.4,16.52434276
14.4,14.4,16.51520416
14.4,14.4,16.50607357
14.4,14.4,16.49695097
14.4,14.4,16.48783637
14.4,14.4,16.47872974
14.4,14.4,16.46963108
14.4,14.4,16.46054039
14.3,14.3,16.45145764
14.3,14.3,16.44238284
14.3,14.3,16.43331596
14.3,14.3,16.42425701
14.3,14.3,16.41520598
14.3,14.3,16.40616284
14.3,14.3,16.3971276
14.3,14.3,16.38810024
14.3,14.3,16.37908076
14.3,14.3,16.37006914
14.3,14.3,16.36106538
14.3,14.3,16.35206947
14.2,14.2,16.34308139
14.2,14.2,16.33410114
14.2,14.2,16.32512871
14.2,14.2,16.31616409
14.2,14.2,16.30720727
14.2,14.2,16.29825824
14.2,14.2,16.28931699
14.2,14.2,16.28038352
14.2,14.2,16.2714578
14.2,14.2,16.26253985
14.2,14.2,16.25362963
14.2,14.2,16.24472715
14.1,14.1,16.2358324
14.1,14.1,16.22694536
14.1,14.1,16.21806603
14.1,14.1,16.2091944
14.1,14.1,16.20033046
14.1,14.1,16.1914742
14.1,14.1,16.18262561
14.1,14.1,16.17378469
14.1,14.1,16.16495141
14.1,14.1,16.15612578
14.1,14.1,16.14730779
14.1,14.1,16.13849742
14.0,14.0,16.12969467
14.0,14.0,16.12089952
14.0,14.0,16.11211198
14.0,14.0,16.10333202
14.0,14.0,16.09455965
14.0,14.0,16.08579485
14.0,14.0,16.07703761
14.0,14.0,16.06828792
14.0,14.0,16.05954578
14.0,14.0,16.05081118
14.0,14.0,16.0420841
14.0,14.0,16.03336454
14.0,14.0,16.0246525
13.9,13.9,16.01594795
13.9,13.9,16.00725089
13.9,13.9,15.99856132
13.9,13.9,15.98987922
13.9,13.9,15.98120459
13.9,13.9,15.97253742
13.9,13.9,15.96387769
13.9,13.9,15.9552254
13.9,13.9,15.94658054
13.9,13.9,15.93794311
13.9,13.9,15.92931308
13.9,13.9,15.92069046
13.8,13.8,15.91207524
13.8,13.8,15.9034674
13.8,13.8,15.89486694
13.8,13.8,15.88627386
13.8,13.8,15.87768813
13.8,13.8,15.86910975
13.8,13.8,15.86053872
13.8,13.8,15.85197502
13.8,13.8,15.84341865
13.8,13.8,15.8348696
13.8,13.8,15.82632786
13.8,13.8,15.81779342
13.8,13.8,15.80926627
13.7,13.7,15.8007464
13.7,13.7,15.79223381
13.7,13.7,15.78372849
13.7,13.7,15.77523042
13.7,13.7,15.7667396
13.7,13.7,15.75825603
13.7,13.7,15.74977969
13.7,13.7,15.74131057
13.7,13.7,15.73284867
13.7,13.7,15.72439397
13.7,13.7,15.71594648
13.7,13.7,15.70750618
13.7,13.7,15.69907305
13.6,13.6,15.69064711
13.6,13.6,15.68222832
13.6,13.6,15.6738167
13.6,13.6,15.66541222
13.6,13.6,15.65701489
13.6,13.6,15.64862469
13.6,13.6,15.64024161
13.6,13.6,15.63186564
13.6,13.6,15.62349679
13.6,13.6,15.61513503
13.6,13.6,15.60678037
13.6,13.6,15.59843279
13.6,13.6,15.59009228
13.5,13.5,15.58175884
13.5,13.5,15.57343245
13.5,13.5,15.56511312
13.5,13.5,15.55680083
13.5,13.5,15.54849557
13.5,13.5,15.54019734
13.5,13.5,15.53190613
13.5,13.5,15.52362192
13.5,13.5,15.51534472
13.5,13.5,15.5070745
13.5,13.5,15.49881128
13.5,13.5,15.49055503
13.5,13.5,15.48230575
13.4,13.4,15.47406343
13.4,13.4,15.46582806
13.4,13.4,15.45759964
13.4,13.4,15.44937816
13.4,13.4,15.4411636
13.4,13.4,15.43295596
13.4,13.4,15.42475524
13.4,13.4,15.41656142
13.4,13.4,15.4083745
13.4,13.4,15.40019447
13.4,13.4,15.39202132
13.4,13.4,15.38385504
13.4,13.4,15.37569562
13.4,13.4,15.36754307
13.3,13.3,15.35939736
13.3,13.3,15.3512585
13.3,13.3,15.34312646
13.3,13.3,15.33500126
13.3,13.3,15.32688287
13.3,13.3,15.31877129
13.3,13.3,15.31066651
13.3,13.3,15.30256853
13.3,13.3,15.29447734
13.3,13.3,15.28639292
13.3,13.3,15.27831528
13.3,13.3,15.2702444
13.3,13.3,15.26218027
13.2,13.2,15.25412289
13.2,13.2,15.24607225
13.2,13.2,15.23802835
13.2,13.2,15.22999116
13.2,13.2,15.2219607
13.2,13.2,15.21393695
13.2,13.2,15.20591989
13.2,13.2,15.19790953
13.2,13.2,15.18990586
13.2,13.2,15.18190887
13.2,13.2,15.17391854
13.2,13.2,15.16593488
13.2,13.2,15.15795788
13.2,13.2,15.14998752
13.1,13.1,15.14202381
13.1,13.1,15.13406672
13.1,13.1,15.12611627
13.1,13.1,15.11817243
13.1,13.1,15.1102352
13.1,13.1,15.10230458
13.1,13.1,15.09438055
13.1,13.1,15.0864631
13.1,13.1,15.07855224
13.1,13.1,15.07064795
13.1,13.1,15.06275023
13.1,13.1,15.05485906
13.1,13.1,15.04697445
13.1,13.1,15.03909638
13.0,13.0,15.03122484
13.0,13.0,15.02335983
13.0,13.0,15.01550135
13.0,13.0,15.00764937
13.0,13.0,14.9998039
13.0,13.0,14.99196493
13.0,13.0,14.98413246
13.0,13.0,14.97630646
13.0,13.0,14.96848695
13.0,13.0,14.9606739
13.0,13.0,14.95286731
13.0,13.0,14.94506718
13.0,13.0,14.93727349
13.0,13.0,14.92948625
12.9,12.9,14.92170544
12.9,12.9,14.91393105
12.9,12.9,14.90616308
12.9,12.9,14.89840152
12.9,12.9,14.89064637
12.9,12.9,14.88289761
12.9,12.9,14.87515525
12.9,12.9,14.86741926
12.9,12.9,14.85968965
12.9,12.9,14.8519664
12.9,12.9,14.84424952
12.9,12.9,14.83653899
12.9,12.9,14.82883481
12.9,12.9,14.82113696
12.8,12.8,14.81344545
12.8,12.8,14.80576026
12.8,12.8,14.79808139
12.8,12.8,14.79040883
12.8,12.8,14.78274257
12.8,12.8,14.77508261
12.8,12.8,14.76742894
12.8,12.8,14.75978155
12.8,12.8,14.75214044
12.8,12.8,14.74450559
12.8,12.8,14.73687701
12.8,12.8,14.72925467
12.8,12.8,14.72163859
12.8,12.8,14.71402875
12.7,12.7,14.70642513
12.7,12.7,14.69882775
12.7,12.7,14.69123658
12.7,12.7,14.68365163
12.7,12.7,14.67607288
12.7,12.7,14.66850033
12.7,12.7,14.66093397
12.7,12.7,14.65337379
12.7,12.7,14.64581979
12.7,12.7,14.63827196
12.7,12.7,14.6307303
12.7,12.7,14.62319479
12.7,12.7,14.61566543
12.7,12.7,14.60814222
12.7,12.7,14.60062514
12.6,12.6,14.59311419
12.6,12.6,14.58560936
12.6,12.6,14.57811065
12.6,12.6,14.57061804
12.6,12.6,14.56313154
12.6,12.6,14.55565114
12.6,12.6,14.54817682
12.6,12.6,14.54070858
12.6,12.6,14.53324642
12.6,12.6,14.52579032
12.6,12.6,14.51834029
12.6,12.6,14.51089631
12.6,12.6,14.50345838
12.6,12.6,14.49602649
12.6,12.6,14.48860064
12.5,12.5,14.48118081
12.5,12.5,14.473767
12.5,12.5,14.46635921
12.5,12.5,14.45895742
12.5,12.5,14.45156164
12.5,12.5,14.44417185
12.5,12.5,14.43678804
12.5,12.5,14.42941022
12.5,12.5,14.42203838
12.5,12.5,14.4146725
12.5,12.5,14.40731258
12.5,12.5,14.39995861
12.5,12.5,14.3926106
12.5,12.5,14.38526852
12.4,12.4,14.37793238
12.4,12.4,14.37060217
12.4,12.4,14.36327788
12.4,12.4,14.3559595
12.4,12.4,14.34864703
12.4,12.4,14.34134047
12.4,12.4,14.3340398
12.4,12.4,14.32674502
12.4,12.4,14.31945612
12.4,12.4,14.31217309
12.4,12.4,14.30489594
12.4,12.4,14.29762465
12.4,12.4,14.29035922
12.4,12.4,14.28309963
12.4,12.4,14.27584589
12.3,12.3,14.26859799
12.3,12.3,14.26135592
12.3,12.3,14.25411967
12.3,12.3,14.24688924
12.3,12.3,14.23966462
12.3,12.3,14.23244581
12.3,12.3,14.22523279
12.3,12.3,14.21802557
12.3,12.3,14.21082413
12.3,12.3,14.20362847
12.3,12.3,14.19643859
12.3,12.3,14.18925447
12.3,12.3,14.18207612
12.3,12.3,14.17490352
12.3,12.3,14.16773666
12.3,12.3,14.16057555
12.2,12.2,14.15342017
12.2,12.2,14.14627053
12.2,12.2,14.1391266
12.2,12.2,14.13198839
12.2,12.2,14.12485589
12.2,12.2,14.1177291
12.2,12.2,14.110608
12.2,12.2,14.1034926
12.2,12.2,14.09638288
12.2,12.2,14.08927884
12.2,12.2,14.08218047
12.2,12.2,14.07508777
12.2,12.2,14.06800073
12.2,12.2,14.06091934
12.2,12.2,14.05384361
12.1,12.1,14.04677351
12.1,12.1,14.03970905
12.1,12.1,14.03265022
12.1,12.1,14.02559701
12.1,12.1,14.01854942
12.1,12.1,14.01150745
12.1,12.1,14.00447107
12.1,12.1,13.9974403
12.1,12.1,13.99041512
12.1,12.1,13.98339552
12.1,12.1,13.97638151
12.1,12.1,13.96937307
12.1,12.1,13.9623702
12.1,12.1,13.95537289
12.1,12.1,13.94838114
12.1,12.1,13.94139494
12.0,12.0,13.93441429
12.0,12.0,13.92743917
12.0,12.0,13.92046959
12.0,12.0,13.91350553
12.0,12.0,13.90654699
12.0,12.0,13.89959396
12.0,12.0,13.89264645
12.0,12.0,13.88570444
12.0,12.0,13.87876792
12.0,12.0,13.87183689
12.0,12.0,13.86491135
12.0,12.0,13.85799129
12.0,12.0,13.8510767
12.0,12.0,13.84416758
12.0,12.0,13.83726392
12.0,12.0,13.83036571
11.9,11.9,13.82347295
11.9,11.9,13.81658564
11.9,11.9,13.80970376
11.9,11.9,13.80282732
11.9,11.9,13.79595629
11.9,11.9,13.78909069
11.9,11.9,13.78223051
11.9,11.9,13.77537573
11.9,11.9,13.76852635
11.9,11.9,13.76168237
11.9,11.9,13.75484378
11.9,11.9,13.74801058
11.9,11.9,13.74118275
11.9,11.9,13.7343603
11.9,11.9,13.72754321
11.9,11.9,13.72073149
11.8,11.8,13.71392512
11.8,11.8,13.70712411
11.8,11.8,13.70032843
11.8,11.8,13.6935381
11.8,11.8,13.68675309
11.8,11.8,13.67997342
11.8,11.8,13.67319907
11.8,11.8,13.66643003
11.8,11.8,13.6596663
11.8,11.8,13.65290787
11.8,11.8,13.64615475
11.8,11.8,13.63940692
11.8,11.8,13.63266437
11.8,11.8,13.62592711
11.8,11.8,13.61919512
11.8,11.8,13.6124684
11.7,11.7,13.60574695
11.7,11.7,13.59903075
11.7,11.7,13.59231981
11.7,11.7,13.58561412
11.7,11.7,13.57891366
11.7,11.7,13.57221845
11.7,11.7,13.56552846
11.7,11.7,13.5588437
11.7,11.7,13.55216417
11.7,11.7,13.54548984
11.7,11.7,13.53882072
11.7,11.7,13.53215681
11.7,11.7,13.52549809
11.7,11.7,13.51884457
11.7,11.7,13.51219623
11.7,11.7,13.50555307
11.7,11.7,13.49891508
11.6,11.6,13.49228227
11.6,11.6,13.48565462
11.6,11.6,13.47903213
11.6,11.6,13.47241479
11.6,11.6,13.4658026
11.6,11.6,13.45919556
11.6,11.6,13.45259365
11.6,11.6,13.44599687
11.6,11.6,13.43940521
11.6,11.6,13.43281868
11.6,11.6,13.42623726
11.6,11.6,13.41966095
11.6,11.6,13.41308975
11.6,11.6,13.40652364
11.6,11.6,13.39996263
11.6,11.6,13.3934067
11.5,11.5,13.38685586
11.5,11.5,13.3803101
11.5,11.5,13.3737694
11.5,11.5,13.36723377
11.5,11.5,13.36070321
11.5,11.5,13.3541777
